nombreUbicacion,latitud,longitud,magnitudSismo,tsunami,volcan,pais,profundidadSismo,intensidad,fecha,muertesActualizadas,ordenCantidadMuertesActualizadas,lesionesActualizadas,ordenCantidadLesionesActualizadas,casasDanadasActualizadas,ordenCantidadCasasDanadasActualizadas,casasDestruidasActualizadas,ordenCantidadCasasDestruidasActualizadas,danosActualizados,ordenCantidadDanosActualizados
RUSSIA:  KHOLMSK,46.7,141.4,5.5,1,0,RUSSIA,29.0,7.85655923740354,1971-09-06,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"AFGHANISTAN:  BADAKHSHAN, TAKHAR",37.106,70.11,6.6,0,0,AFGHANISTAN,33.0,7.85655923740354,1998-05-30,4700.0,4.0,1000.0,4.0,1.0,3.0,1000.0,4.0,10.0,3.0
BALKANS NW:  CROATIA:  DUBROVNIK,42.6,18.1,6.5,1,0,CROATIA,40.153361344537814,7.0,1843-09-14,1.0,1.0,1.0,1.0,51.0,2.0,101.0,3.0,1.0,2.0
ITALY:  LESINA,41.733,15.35,6.7,1,0,ITALY,40.153361344537814,10.0,1627-07-30,5000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,7.2,0,0,COLOMBIA,15.0,7.85655923740354,2004-11-15,1.0,1.0,10.0,1.0,1.0,3.0,154.0,3.0,5.0,3.0
"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN",35.414,74.515,6.3,0,0,PAKISTAN,33.0,7.85655923740354,2002-11-20,19.0,1.0,40.0,1.0,1256.0,4.0,100.0,2.0,5.0,3.0
"TURKEY:  ERZURUM, KARS, AGRI, ARTVIN",40.31,42.307,4.2,0,0,TURKEY,33.0,7.85655923740354,1985-11-07,1.0,1.0,14.0,1.0,1.0,3.0,113.0,3.0,1.0,2.0
CHINA:  SICHUAN PROVINCE:  XICHANG,27.9,102.2,7.0,0,0,CHINA,40.153361344537814,7.85655923740354,814-04-02,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHILE,-38.7,-73.5,8.0,1,0,CHILE,40.153361344537814,11.0,1562-10-28,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
NEW ZEALAND:  SOUTH ISLAND,-41.75,172.25,7.5,1,0,NEW ZEALAND,40.153361344537814,7.85655923740354,1929-06-16,17.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,7.0,1,0,JAPAN,39.0,7.85655923740354,2004-11-28,1.0,1.0,24.0,1.0,1.0,1.0,101.0,3.0,0.5,1.0
SOUTH AFRICA:  PRINCE EDWARD ISLAND,-49.5,32.0,7.9,0,0,SOUTH AFRICA,25.0,7.85655923740354,1942-11-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"JAPAN:  HOKKAIDO: YEZO, KUSHIRO, NEMURO",42.0,146.0,8.4,1,0,JAPAN,40.153361344537814,7.85655923740354,1843-04-25,45.0,1.0,1.0,1.0,1.0,3.0,75.0,2.0,1.0,2.0
PHILIPPINES:  SE LUZON:  CAMARINES,14.0,123.0,7.6,0,0,PHILIPPINES,40.153361344537814,9.0,1907-04-18,2.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"AUSTRALIA:  S, COCOS ISLANDS",-13.802,97.453,7.9,1,0,AUSTRALIA,10.0,7.85655923740354,2000-06-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
BULGARIA: PERNIK,42.645,22.968,5.6,0,0,BULGARIA,10.0,7.0,2012-05-22,1.0,1.0,1.0,1.0,90.0,2.0,101.0,3.0,1.0,2.0
INDONESIA:  HALMAHERA:  MOROTAI,2.52,128.283,6.2,0,0,INDONESIA,39.0,7.85655923740354,2006-11-29,1.0,1.0,1.0,1.0,1.0,3.0,50.0,1.0,1.0,2.0
INDONESIA:  LOMBOK ISLAND,-8.337,116.599,6.3,1,0,INDONESIA,16.0,7.85655923740354,2018-08-19,2.0,1.0,1.0,1.0,1705.0,4.0,101.0,3.0,1.0,2.0
PAPUA NEW GUINEA:  NEW IRELAND,-4.85,152.8,7.5,1,0,PAPUA NEW GUINEA,40.153361344537814,7.85655923740354,1768-06-22,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"NW. HOKKAIDO ISLAND, JAPAN",44.6,141.5,6.4,1,0,JAPAN,40.153361344537814,7.85655923740354,1863-09-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  NINGXIA,37.4,105.3,7.5,0,0,CHINA,40.153361344537814,10.0,1709-10-14,2032.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
COLOMBIA,4.6,-74.0,7.9,0,0,COLOMBIA,40.153361344537814,7.85655923740354,1900-09-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHILE:  CONCEPCION,-38.5,-75.1,7.4,1,0,CHILE,55.0,7.85655923740354,1960-11-01,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  FUJIAN PROVINCE: OFF COAST,24.47,118.08,6.5,1,0,CHINA,40.153361344537814,7.85655923740354,1917-01-25,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
INDIA:  KASHMIR,32.834,75.629,4.8,0,0,INDIA,33.0,7.85655923740354,1980-08-23,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
INDONESIA:  JAVA,-6.5,108.5,6.8,1,0,INDONESIA,150.0,7.85655923740354,1823-09-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  NOWZAD-MASK,33.0,59.8,6.5,0,0,IRAN,40.153361344537814,7.85655923740354,1493-01-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
SOUTH KOREA:  KWANGJU,35.9,126.5,6.3,0,0,SOUTH KOREA,40.153361344537814,8.0,27-00-00,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
PAPUA NEW GUINEA:  BISMARCK SEA,-4.0,149.0,7.2,1,0,PAPUA NEW GUINEA,40.153361344537814,7.85655923740354,1906-10-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  JILIN PROVINCE,44.7,127.0,5.8,0,0,CHINA,40.153361344537814,8.0,1960-04-13,1.0,1.0,1.0,1.0,1.0,3.0,29.0,1.0,0.5,1.0
ARGENTINA:  LOS TOLDOS,-22.124,-64.638,5.9,0,0,ARGENTINA,18.0,7.85655923740354,1974-07-01,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"PHILIPPINES:  QUEZON CITY:  CALAUG,LOPEZ,GUIAYANGAN",13.4,122.8,7.5,1,0,PHILIPPINES,33.0,9.0,1973-03-17,15.0,1.0,64.0,2.0,1.0,3.0,101.0,3.0,0.45,1.0
CHINA:  JIANGSU PROVINCE,31.4,119.5,5.0,0,0,CHINA,40.153361344537814,7.0,1679-12-16,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
HAWAIIAN ISLANDS,19.878,-155.935,6.7,1,0,USA,39.0,8.0,2006-10-15,1.0,1.0,101.0,3.0,1.0,3.0,101.0,3.0,73.0,4.0
ITALY:  SICILY,37.688,15.068,4.3,0,0,ITALY,10.0,7.85655923740354,1985-12-25,1.0,1.0,14.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
GREECE:  KATO-MAKRINOU,38.628,21.798,5.5,0,0,GREECE,19.0,9.0,1975-12-31,1.0,1.0,10.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CHINA:  NEI MONGOL:  WU-YUAN,41.0,108.8,6.3,0,0,CHINA,40.153361344537814,8.0,1934-01-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"GREECE: LIXOURI, CHAVRIATA, DAMOULIANATA,KOUVALATA",38.3,20.3,6.3,0,0,GREECE,33.0,7.0,1972-09-17,1.0,1.0,1.0,1.0,1.0,3.0,40.0,1.0,1.0,2.0
PERU:  CENTRAL,-13.457,-76.677,6.7,0,0,PERU,23.0,4.0,2006-10-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
KERMADEC ISLANDS:  S OF,-30.68,-177.36,7.7,0,0,KERMADEC ISLANDS (NEW ZEALAND),33.0,7.85655923740354,1978-02-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TAIWAN:  T'AIT-TUNG,22.868,121.278,6.2,0,0,TAIWAN,9.0,7.85655923740354,2006-04-01,1.0,1.0,42.0,1.0,1.0,3.0,51.0,2.0,0.5,1.0
VANUATU ISLANDS:  TONGOA,-17.026,168.329,5.7,0,0,VANUATU,13.0,7.85655923740354,2009-05-29,1.0,1.0,10.0,1.0,51.0,2.0,51.0,2.0,0.5,1.0
ALGERIA:  NEAR SIG,35.5,-0.1,5.0,0,0,ALGERIA,13.0,7.85655923740354,1967-07-13,10.0,1.0,15.0,1.0,1.0,3.0,40.0,1.0,0.5,1.0
CHINA:  YUNNAN PROVINCE,28.0,104.0,6.8,0,0,CHINA,33.0,9.0,1917-07-30,1800.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
SOUTH SANDWICH ISLANDS,-58.416,-25.321,8.1,1,0,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,48.0,7.85655923740354,2021-08-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  YUNNAN PROVINCE,25.0,102.0,5.5,0,0,CHINA,40.153361344537814,7.0,1947-03-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"COSTA RICA:  PARAISO, TURRIALBA",9.949,-83.807,5.3,0,0,COSTA RICA,1.0,6.0,2016-12-01,1.0,1.0,1.0,1.0,60.0,2.0,101.0,3.0,1.0,2.0
ISRAEL: ZEFAT (SAFED); LEBANON:  BEIRUT (BEYROUT),33.0,35.5,6.4,1,0,ISRAEL,40.153361344537814,10.0,1837-01-01,5000.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
"TAIWAN:  NANTOU COUNTY, TAIPEI",23.828,121.215,6.0,0,0,TAIWAN,19.0,7.85655923740354,2013-03-27,1.0,1.0,86.0,2.0,101.0,3.0,101.0,3.0,1.128,2.0
"TUNISIA:  GAFOUR,OUM-ZID,EL AKHOUAT",36.0,9.0,5.3,0,0,TUNISIA,40.153361344537814,8.0,1962-02-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"SANRIKU, JAPAN",37.9,142.0,6.9,1,0,JAPAN,10.0,7.85655923740354,1927-08-05,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
BULGARIA:  BALCHIK,43.4,28.5,7.2,1,0,BULGARIA,40.153361344537814,10.0,1901-03-31,4.0,1.0,50.0,1.0,1.0,3.0,1200.0,4.0,5.0,3.0
NEW CALEDONIA:  LOYALTY ISLANDS,-22.716,170.286,6.9,1,0,NEW CALEDONIA,10.0,7.0,2022-03-30,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PAPUA NEW GUINEA:  MOROBE: WAMPAR,-6.977,146.44,7.2,0,0,PAPUA NEW GUINEA,127.0,7.85655923740354,2019-05-06,1.0,1.0,1.0,1.0,1.0,3.0,130.0,3.0,1.0,2.0
JAPAN:  HONSHU:  S. OF,33.0,138.5,7.4,0,0,JAPAN,350.0,7.85655923740354,1910-02-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  YUNNAN:  WEISHAN,25.3,100.3,5.5,0,0,CHINA,40.153361344537814,7.0,1520-03-26,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  LINGWU,38.111,106.336,5.5,0,0,CHINA,14.0,7.85655923740354,1988-01-03,1.0,1.0,60.0,2.0,1.0,3.0,10000.0,4.0,5.0,3.0
PAKISTAN:  KHUZDAR,27.727,66.65,4.5,0,0,PAKISTAN,43.0,7.85655923740354,1986-10-16,1.0,1.0,1.0,1.0,150.0,3.0,150.0,3.0,0.5,1.0
"IRAN:  QUCHAN, MASHHAD, BOJNURD",37.2,58.4,6.6,0,0,IRAN,40.153361344537814,10.0,1893-11-17,18000.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
ALASKA,60.691,-141.671,7.5,1,0,USA,18.0,7.0,1979-02-28,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,6.5,1,0,INDONESIA,25.0,7.85655923740354,2008-02-25,1.0,1.0,1.0,1.0,51.0,2.0,101.0,3.0,0.5,1.0
CHINA:  XINJIANG PROVINCE,44.0,84.0,7.2,0,0,CHINA,40.153361344537814,7.85655923740354,1944-03-09,3.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,0.5,1.0
"INDONESIA: W SUMATRA: PASAMAN, WEST PASAMAN",0.233,100.106,6.2,0,0,INDONESIA,12.0,9.0,2022-02-25,27.0,1.0,457.0,3.0,4800.0,4.0,103.0,3.0,5.0,3.0
TANZANIA: MWANZA,-3.043,32.888,4.4,0,0,TANZANIA,10.0,7.85655923740354,2017-05-25,1.0,1.0,18.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
W. SOLOMON SEA,-8.4,150.1,7.3,1,0,SOLOMON SEA,40.153361344537814,7.85655923740354,1895-03-06,51.0,2.0,1.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.555,-79.276,8.1,1,0,COLOMBIA,23.0,9.0,1979-12-12,600.0,3.0,20000.0,4.0,1.0,3.0,10000.0,4.0,8.0,3.0
ALBANIA:  DURRES,41.3,19.7,6.5,1,0,ALBANIA,40.153361344537814,9.0,1273-09-00,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"NEW YORK: ROCKAWAY BEACH, NEAR NEW YORK CITY",40.6,-73.75,5.5,1,0,USA,40.153361344537814,7.0,1884-08-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"GREECE:  CRETE, PALAEOCHORA, CHANIA",35.18,23.8,5.6,0,0,GREECE,26.0,8.0,1973-11-29,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PAPUA NEW GUINEA:  SOLOMON SEA,-7.288,154.371,6.8,1,0,PAPUA NEW GUINEA,25.0,7.85655923740354,1987-10-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG",27.262,91.417,5.3,0,0,BHUTAN,26.0,7.85655923740354,2009-10-29,1.0,1.0,1.0,1.0,116.0,3.0,1.0,1.0,1.0,2.0
"IRAN:  S MAMASANI, SHIRAZ, NORABAD",29.985,51.623,5.0,0,0,IRAN,26.0,7.85655923740354,1986-12-20,1.0,1.0,1.0,1.0,1.0,3.0,80.0,2.0,1.0,2.0
IRAN:  TABRIZ,37.9,46.7,7.7,0,0,IRAN,40.153361344537814,7.85655923740354,1721-04-26,40000.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
TAIWAN,22.9,121.5,7.5,0,0,TAIWAN,40.153361344537814,7.85655923740354,1951-11-24,17.0,1.0,250.0,3.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA: YUNNAN PROVINCE: SHIMEN,26.085,99.575,4.8,0,0,CHINA,51.0,7.85655923740354,2016-05-17,2.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,60.0,4.0
RUSSIA:  DAGESTAN,42.89,46.99,5.2,0,0,RUSSIA,31.0,7.85655923740354,1975-01-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PAKISTAN:  BALUCHISTAN,27.398,65.719,6.3,0,0,PAKISTAN,15.0,7.85655923740354,1990-06-17,1.0,1.0,6.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"GEORGIA:  SAMTSKHE, DZHAVAKHET",41.7,43.2,6.3,0,0,GEORGIA,14.0,9.0,1283-00-00,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
NORTH KOREA:  HWANGHAE-DO:  PAEKCHON,38.0,125.0,6.7,0,0,NORTH KOREA,40.153361344537814,9.0,1518-07-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
GREECE:  MESSINA,37.013,21.757,4.5,0,0,GREECE,27.0,7.0,1984-10-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
TURKEY; ARMENIA:  DVINA,40.0,44.6,4.9,0,0,TURKEY,10.0,7.85655923740354,863-04-00,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  ALAMUT-JENAT RUDBAR-DAILAMAN,36.9,49.9,6.5,0,0,IRAN,40.153361344537814,8.0,1485-08-14,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
ECUADOR:  QUITO,-2.75,-77.881,7.0,0,0,ECUADOR,24.0,7.85655923740354,1995-10-03,2.0,1.0,5.0,1.0,1.0,3.0,83.0,2.0,0.5,1.0
GREECE:  MILOS ISLAND:  ZEFIRIA,36.8,24.4,6.5,1,0,GREECE,40.153361344537814,7.85655923740354,1738-07-19,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
"CHILE:  OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO",-32.689,-71.695,5.9,0,0,CHILE,25.0,7.85655923740354,2007-12-15,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
NEW CALEDONIA:  LOYALTY ISLANDS,-21.503,168.598,6.6,1,0,NEW CALEDONIA,13.0,4.0,2017-11-19,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",38.5,116.5,6.3,0,0,CHINA,30.0,7.0,1967-03-27,1.0,1.0,1.0,1.0,1.0,3.0,53886.0,4.0,5.0,3.0
BALKANS NW:  CROATIA,43.3,17.1,5.9,0,0,CROATIA,33.0,8.0,1962-01-07,4.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
VENEZUELA:  CUMANA,10.5,-64.2,8.0,1,0,VENEZUELA,10.0,10.0,1530-09-01,4.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ALGERIA:  BATNA,35.1,5.2,5.6,0,0,ALGERIA,40.153361344537814,9.0,1924-03-16,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  HONSHU ISLAND,37.447,137.865,5.1,1,0,JAPAN,23.0,7.85655923740354,1987-03-24,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TURKEY:  E,39.592,42.863,5.1,0,0,TURKEY,3.0,7.85655923740354,2007-01-21,1.0,1.0,2.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
INDONESIA:  NEW GUINEA:  IRIAN JAYA:  ENAROTALI,-4.13,136.049,6.3,0,0,INDONESIA,10.0,7.85655923740354,1985-09-15,10.0,1.0,7.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PERU: AREQUIPA,-16.299,-73.474,5.6,0,0,PERU,41.0,7.85655923740354,2017-08-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  SICHUAN PROVINCE:  LONGMEN,30.308,102.888,6.6,0,0,CHINA,14.0,7.85655923740354,2013-04-20,196.0,3.0,11470.0,4.0,101.0,3.0,101.0,3.0,6800.0,4.0
NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,7.8,1,0,NEW ZEALAND,12.0,7.85655923740354,2009-07-15,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"COLOMBIA:  CAUCA, HUILA",3.035,-75.738,5.6,0,0,COLOMBIA,10.0,7.85655923740354,2019-01-26,1.0,1.0,1.0,1.0,51.0,2.0,101.0,3.0,0.5,1.0
TAJIKISTAN:  ROGHUN,38.673,69.902,5.3,0,0,TAJIKISTAN,33.0,7.85655923740354,2002-01-09,3.0,1.0,50.0,1.0,209.0,3.0,101.0,3.0,1.0,2.0
CHINA:  GANSU PROVINCE:  YONGDENG,36.2,103.3,6.3,0,0,CHINA,40.153361344537814,8.0,1440-10-26,200.0,3.0,1.0,1.0,1.0,3.0,51.0,2.0,1.0,2.0
"PHILIPPINES:  MINDANAO, TANDAG, BISLIG",7.191,126.762,7.5,1,0,PHILIPPINES,33.0,7.85655923740354,1992-05-17,1.0,1.0,1.0,1.0,1.0,3.0,12.0,1.0,0.5,1.0
CANADA:  BAFFIN BAY,73.122,-70.014,7.7,0,0,CANADA,15.0,7.85655923740354,1933-11-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  KURIL ISLANDS,43.5,146.0,7.6,0,0,RUSSIA,40.0,9.0,1896-11-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA",34.59,135.069,6.9,1,0,JAPAN,17.0,11.0,1995-01-16,6434.0,4.0,43792.0,4.0,274182.0,4.0,186175.0,4.0,100000.0,4.0
"ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS",-28.937,-66.797,6.0,0,0,ARGENTINA,22.0,7.85655923740354,2002-05-28,1.0,1.0,27.0,1.0,40.0,3.0,40.0,1.0,1.0,2.0
INDONESIA:  SITUBONDO,-7.783,114.338,4.8,0,0,INDONESIA,35.0,7.85655923740354,2007-09-09,1.0,1.0,13.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
ALASKA:  ALEUTIAN ISLANDS,52.0,175.0,7.8,0,0,USA,40.153361344537814,7.85655923740354,1909-04-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  SEA OF OKHOTSK,50.0,148.0,8.0,0,0,RUSSIA,600.0,4.0,1902-06-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  FUJIAN PROVINCE:  OFF COAST,25.0,119.5,8.0,1,0,CHINA,40.153361344537814,9.0,1604-12-29,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,5.1,0,0,CHINA,12.0,7.85655923740354,2015-02-22,1.0,1.0,1.0,1.0,1728.0,4.0,101.0,3.0,14.65,3.0
"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",-9.2,113.1,6.8,0,0,INDONESIA,80.0,9.0,1967-02-19,54.0,2.0,300.0,3.0,5000.0,4.0,2000.0,4.0,5.0,3.0
TAJIKISTAN:   KARATAG,38.5,67.9,7.4,0,0,TAJIKISTAN,35.0,9.0,1907-10-21,12000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CHINA:  YUNNAN PROVINCE,25.044,97.684,6.0,0,0,CHINA,1.0,7.85655923740354,2008-08-21,5.0,1.0,127.0,3.0,1.0,3.0,101.0,3.0,5.0,3.0
MYANMAR (BURMA),23.9,96.2,7.8,0,0,MYANMAR (BURMA),60.0,7.85655923740354,1946-09-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  ENSHUNADA SEA,34.5,137.6,7.0,1,0,JAPAN,40.153361344537814,7.85655923740354,1510-10-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  HONSHU:  S COAST,35.5,139.07,5.3,0,0,JAPAN,25.0,7.85655923740354,1983-08-08,1.0,1.0,28.0,1.0,1.0,3.0,51.0,2.0,0.5,1.0
JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,7.2,1,0,JAPAN,31.0,7.85655923740354,2012-12-07,1.0,1.0,11.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.993,70.423,6.4,0,0,AFGHANISTAN,142.0,7.0,1991-01-31,848.0,3.0,200.0,3.0,2000.0,4.0,101.0,3.0,36.0,4.0
COTE D'IVOIRE:  ABIDJAN,6.5,-3.3,5.7,0,0,COTE D'IVOIRE,40.153361344537814,8.0,1879-02-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  KURIL ISLANDS,48.268,154.328,5.7,1,0,RUSSIA,39.0,7.85655923740354,1991-02-16,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
NEPAL: NW; INDIA:  UTTAR PRADESH,28.723,82.28,5.1,0,0,NEPAL,37.0,7.85655923740354,1993-10-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
JAPAN:  BOSO,35.1,140.5,7.2,1,0,JAPAN,40.153361344537814,7.85655923740354,1602-02-08,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"INDIA:  JODHPUR, JAISALMER",26.323,70.607,5.0,0,0,INDIA,22.0,7.85655923740354,1991-11-08,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
GREECE:  VOLOS-AGRIA (MAGNESIA),39.5,23.0,5.7,1,0,GREECE,40.153361344537814,8.0,1956-11-02,51.0,2.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO",-4.721,102.087,7.9,0,0,INDONESIA,33.0,6.0,2000-06-04,103.0,3.0,2174.0,4.0,1.0,3.0,101.0,3.0,6.0,3.0
JAPAN:  NANKAIDO,33.0,135.3,8.6,1,0,JAPAN,40.153361344537814,7.85655923740354,887-08-26,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
IRAN:  KARZIN,28.3,53.1,6.5,0,0,IRAN,40.153361344537814,7.85655923740354,1440-00-00,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",-26.913,26.789,4.3,0,0,SOUTH AFRICA,5.0,7.85655923740354,2005-03-09,2.0,1.0,58.0,2.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  XINJIANG,43.8,87.6,5.5,0,0,CHINA,40.153361344537814,7.0,1863-09-25,9.0,1.0,10.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  HONSHU:  MIYAGI PREFECTURE,38.9,142.2,6.5,1,0,JAPAN,30.0,7.85655923740354,1954-11-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
AUSTRALIA:  KALGOORLIE,-30.679,121.187,4.5,0,0,AUSTRALIA,0.0,7.85655923740354,2014-02-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"TURKEY:  HACIHAMZA,OSMANCIK,ISKILIP",40.9,34.6,6.1,0,0,TURKEY,40.153361344537814,7.0,1910-06-25,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
